,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1039,1.10362,1.13725,-0.61759,0.60232,True,A,-0.99270,-0.73720,-3.09349,0.94010
1040,0.81895,-0.87204,-0.22714,0.26187,False,F,-0.13214,-1.30774,-2.91007,-0.31364
1041,0.18368,-1.31741,-0.55498,0.72246,False,F,1.87350,0.97397,1.20658,4.17631
1042,0.56574,1.47674,-0.80309,0.89786,True,A,-0.10506,1.98791,2.48464,1.70256
1043,0.67147,-1.24031,-0.72740,0.81197,False,F,-2.50629,-0.24356,-2.86251,0.44179
1044,2.10107,-0.23817,-0.30223,0.36788,False,F,1.05110,0.66637,-1.42536,1.86624
1045,-2.10084,0.25455,-0.15426,0.39629,False,Fx,-1.01739,-1.36173,-0.64660,1.22389
1046,-3.91099,-0.01146,-0.31583,0.29528,False,F,-1.83448,-1.56444,0.20043,-0.39781
1047,1.99568,0.04170,-1.15376,1.19113,False,F,-1.00379,0.26154,-0.59169,3.07537
1048,-1.59834,-0.13336,-0.95338,0.98598,False,F,4.08804,0.75652,-0.82955,0.70112
1049,1.18999,-1.35065,-0.58854,0.64880,False,F,1.19022,2.24291,-2.40256,1.19691
1050,1.28091,0.99703,-0.86253,0.97147,True,A,1.62356,0.35789,1.56801,3.04440
1051,-1.03220,-0.32709,-0.48810,0.65318,False,F,-0.94607,-0.63398,-2.76455,1.77711
1052,1.32832,0.19165,0.18838,0.03120,True,Fx,0.65713,-0.78414,-0.48936,0.05158
1053,0.05189,-0.80966,-1.24976,1.23009,False,F,1.27203,3.11661,-0.78151,-0.67572
1054,-1.10000,0.44439,-0.58917,0.69701,False,E,0.63154,1.02246,-2.24995,0.41089
1055,-1.16647,-0.39407,-0.82000,0.78967,False,F,-0.83288,-0.54556,-2.41014,1.07429
1056,1.02827,-0.43782,-0.25907,0.40389,False,F,-1.59033,-0.18436,-3.06071,1.11288
1057,1.80880,-0.84365,-0.41083,0.49114,False,F,4.64117,1.13836,0.46677,-1.68373
1058,-0.38249,-1.12794,-0.57190,0.69244,False,F,-0.78716,-2.56889,-3.62528,1.89481
1059,1.70447,0.47859,-1.37397,1.33668,False,Fx,2.52461,-0.45287,-0.81768,0.66361
1060,-0.17776,1.75797,0.28492,0.03015,True,A,-0.39617,-1.02433,-1.73129,0.46698
1061,0.09301,0.37668,0.00040,0.28890,True,D,-1.67955,-0.35356,-3.54762,1.49913
1062,-0.76198,0.16222,-0.15345,0.39246,False,Fx,-0.16220,-0.58305,-3.03801,0.61825
1063,-0.51781,-0.17463,-0.56256,0.72956,False,F,-1.09393,-1.49613,-1.51647,1.01178
1064,-2.74787,-0.57708,-0.12034,0.38465,False,F,1.08237,0.45530,-1.04021,1.42146
1065,1.12891,0.64096,-1.38021,1.26166,False,E,2.14194,-1.28654,2.24274,-2.73201
1066,0.86459,0.50821,-0.63211,0.87353,False,C,0.51243,-0.16819,-1.30667,1.13030
1067,-2.10790,0.16870,-0.82588,0.87072,False,F,1.36813,1.03599,-2.81249,1.67761
1068,-0.06599,-0.78796,-0.43966,0.44906,False,F,2.27352,-0.10571,-0.27388,1.05907
1069,-0.71784,-0.51279,-0.87281,0.92817,False,F,-0.13522,-0.14387,0.41615,-0.01319
1070,-2.19425,-1.97987,-0.97210,0.87172,False,F,-0.65464,-0.94547,-2.29969,1.04224
1071,0.77719,-0.20862,-0.05367,0.17735,False,F,-1.59164,-2.46199,-3.48396,2.36506
1072,-0.03978,-0.94209,-1.24566,1.28445,False,F,1.72984,0.15362,1.32763,-0.23006
1073,1.46084,-0.31622,0.18761,-0.01734,False,F,-1.91565,-0.19120,-2.58348,0.58288
1074,-0.48265,0.80958,-0.87410,0.93574,False,B,2.84993,3.16991,-4.16404,1.88266
1075,-2.23046,1.33657,-0.22275,0.49409,True,A,-1.08889,-1.53969,-4.28165,1.31488
1076,-0.17295,0.39414,-0.53406,0.52779,False,F,-1.16034,0.52500,-4.20745,2.28597
1077,-0.44286,-0.79099,-0.42226,0.41626,False,F,-0.32644,-0.29695,-1.38654,-2.70671
1078,-2.71623,1.10452,-0.79360,0.75650,True,A,-1.29670,-1.98568,-2.48069,-0.49576
1079,-0.14468,1.43774,-0.38212,0.53883,True,A,-2.74192,-0.73516,-0.81228,1.49263
1080,0.77663,0.63430,-0.72775,0.79341,False,D,1.33812,-0.81658,1.12460,-1.42710
1081,1.66406,-0.25477,-0.44432,0.50341,False,F,1.70049,0.68691,-0.39514,1.45431
1082,-1.21340,1.31053,-0.26578,0.34549,True,A,0.18281,0.37590,-2.69730,0.01114
1083,-1.28740,1.44576,-0.21388,0.34258,True,A,-0.89742,-0.37838,-3.95689,1.32163
1084,0.64912,-2.02636,-0.38829,0.39634,False,F,-0.31128,-0.84527,-1.43682,1.53863
1085,-0.58696,-0.04955,-0.56772,0.69344,False,F,-1.65238,-0.39104,-1.38305,0.70740
1086,1.67428,-0.14645,-0.93440,0.93641,False,F,-0.26115,-0.11107,1.53344,-1.71182
1087,-0.89000,0.03988,0.37414,-0.02907,True,F,-0.80760,0.11048,-2.69695,0.90173
1088,-1.06053,0.08879,-0.78378,0.89968,False,F,1.85150,3.50645,-2.32572,2.62301
1089,0.72537,-0.76269,-0.85609,0.90957,False,F,1.59713,-0.24746,-2.31889,0.20262
1090,1.69174,-0.46684,-1.13323,1.05860,False,F,3.95147,0.26250,2.50006,-1.92031
1091,0.32994,1.51003,-0.64708,0.67257,True,A,-1.71386,-0.12315,-0.27343,2.10347
1092,-1.08823,-0.63893,-0.34003,0.47023,False,F,0.01399,-0.82509,-1.81840,1.89587
1093,-1.21715,-0.39805,0.01483,0.14678,False,F,-0.82696,0.06626,-2.20369,-0.41912
1094,0.57059,0.38415,0.07455,0.00722,True,Fx,0.40486,-0.17891,-2.36885,2.74815
1095,-0.68492,-0.62072,-0.39910,0.49735,False,F,-1.62561,-0.84236,-2.82916,0.59602
1096,1.29090,0.45291,-1.23817,1.23728,False,Fx,0.57700,0.41541,-1.99811,0.96232
1097,1.14388,1.09417,-0.06053,0.30405,True,A,-0.79327,-1.58960,-2.30252,0.75328
1098,-0.29015,-1.16554,-0.76554,0.91599,False,F,2.65603,1.29645,-0.86517,3.03640
1099,1.68622,0.00795,-0.98971,1.17817,False,F,2.22536,0.92852,3.35817,-0.99842
1100,0.14769,0.11325,-0.66936,0.65134,False,F,-1.46960,-1.35255,-0.88360,1.00904
1101,0.22562,-0.22808,0.00331,0.05234,False,F,-1.95708,-1.80270,-4.34344,0.95934
1102,1.92797,-0.43929,-0.21619,0.32584,False,F,0.08281,3.98390,-2.40427,2.09517
1103,-1.74874,-0.15763,-0.60308,0.66741,False,F,-1.50892,-0.92755,-2.32221,0.01926
1104,-2.11131,1.25681,-0.78451,0.74435,True,A,-0.77431,-0.86754,-4.86859,0.22508
1105,2.01973,-1.56642,-0.29467,0.40655,False,F,-0.46336,-0.89490,-2.20378,0.91189
1106,-1.90506,1.41094,-0.43791,0.51299,True,A,3.46624,-0.95938,-1.10599,-0.62588
1107,1.44037,0.60851,-0.17956,0.16817,True,E,-0.91426,-1.63446,-2.97606,0.31512
1108,0.65674,-0.10754,0.04933,0.11775,False,F,-1.62048,-1.52857,-0.45517,0.49928
1109,0.49738,1.31484,-0.59880,0.57731,True,A,-1.19966,-2.65208,-0.67534,2.00490
1110,-0.22883,1.91388,-0.40623,0.48614,True,A,-0.54112,-0.88187,-0.38073,1.08390
1111,-0.46900,-0.70570,-1.30958,1.29617,False,F,0.31449,0.59482,-1.03623,2.85227
1112,-1.21755,1.02138,-0.52187,0.58631,True,A,0.95811,1.61697,-0.40997,2.46680
1113,1.06237,-0.83290,-1.23685,1.27734,False,F,3.04226,2.68857,-3.59834,3.26023
1114,-0.28406,-1.08108,-0.31618,0.55381,False,F,1.39254,1.60836,-1.53912,3.40571
1115,0.10074,-1.05416,-0.05196,0.24224,False,F,-1.50382,-0.78886,-1.63755,-1.45026
1116,0.13547,-0.03159,-0.87925,0.90965,False,F,1.38218,0.27493,1.59585,-1.33096
1117,2.63067,-0.78208,-0.58977,0.76212,False,F,-1.38978,-2.48293,-0.42347,2.26870
1118,-0.79719,-2.48158,-0.31607,0.48416,False,F,-3.36029,-1.68522,1.33943,0.90675
1119,-2.91677,-0.01307,-1.07671,1.08055,False,F,1.15428,3.86546,-3.55593,1.74403
1120,0.12783,0.28415,0.06309,0.05730,True,Fx,1.90638,-0.75425,-2.84828,0.84866
1121,-1.56750,1.32345,-1.35725,1.26987,True,A,2.94832,0.21998,-0.88015,0.87031
1122,-1.19745,0.88681,-0.19923,0.36493,True,A,0.14352,1.34223,1.95642,0.13664
1123,0.95007,-0.30136,-0.67498,0.79487,False,F,1.22711,3.51188,0.54105,2.51087
1124,2.06715,0.47121,-0.54840,0.64003,False,E,3.27573,0.27918,-1.48036,-0.88034
1125,0.00057,1.23751,-1.14237,1.12087,True,A,1.61497,2.35746,1.59047,-1.00294
1126,1.30421,-0.99308,-0.50999,0.69511,False,F,-1.26158,0.41857,-0.98298,1.66634
1127,0.56089,1.46593,-0.15886,0.30707,True,A,-2.15444,-1.01827,-1.84669,0.03129
1128,-0.69866,-1.05132,-0.91320,0.96947,False,F,0.77522,-0.39401,-1.34223,-0.65072
1129,1.36591,-1.23309,-0.72710,0.70642,False,F,-0.56894,-0.93100,-1.68545,0.64425
1130,-1.22181,0.17024,-0.39840,0.47322,False,F,-1.37339,-0.81818,-2.85740,0.57291
1131,1.61614,-0.06201,0.02190,0.14914,False,F,0.12394,-1.28971,-0.77308,0.27706
1132,-1.50198,0.10063,-0.80143,0.94910,False,F,-0.11628,1.13050,-1.16996,2.48977
1133,-0.35466,0.63757,-1.27197,1.26967,False,D,-1.02911,0.62331,-1.66704,1.85358
1134,0.85890,-0.80597,-0.37191,0.49221,False,F,-0.37707,-0.75386,-0.29461,1.47274
1135,2.18329,0.26317,-0.56579,0.66781,False,F,-1.20562,1.61224,-1.82556,1.62560
1136,1.70229,-0.04069,-1.16531,1.23366,False,F,1.08751,-0.67006,-3.48372,1.16856
1137,-0.05461,-0.83237,-0.33152,0.38113,False,F,0.80662,-0.75541,3.26494,-1.24376
1138,-2.39349,0.74574,-0.92495,0.86303,False,D,1.07469,-2.83102,-1.88422,0.51806
1139,0.60298,-1.05053,-0.53008,0.70823,False,F,-1.52475,-1.04400,0.01880,0.19780
1140,-1.14581,-1.33274,-0.43658,0.49870,False,F,0.98722,2.08579,-0.04704,-0.93834
1141,-1.87216,-1.24289,-0.16751,0.19776,False,F,-0.35694,-0.70527,-4.40803,0.65843
1142,-0.15426,0.27485,-0.23840,0.31743,False,F,1.91955,0.02458,-4.44965,3.45238
1143,0.05644,0.35922,-0.35461,0.47414,False,Fx,3.06039,-0.17287,1.69090,1.89447
1144,2.04839,-0.39592,-0.86851,0.86084,False,F,-0.10374,3.38494,0.15862,-0.16250
1145,0.47296,-0.55907,-0.82640,0.91454,False,F,1.11107,0.42802,-1.46794,1.72751
1146,-0.76747,-1.04360,-0.57429,0.63368,False,F,-1.14979,-2.22105,-5.41452,1.25678
1147,1.18981,1.07845,-0.11573,0.35396,True,A,1.27236,-1.34887,-1.37237,0.88832
1148,0.72062,0.79692,-0.96208,0.86860,False,C,-1.15158,-0.37886,-1.32989,0.61170
1149,1.47674,1.40843,-0.79140,0.91281,True,A,1.11025,-1.41629,-0.52133,0.42769
1150,-0.86673,-0.97248,-0.46063,0.42019,False,F,-0.79264,-0.99493,-2.33976,1.42936
1151,0.95902,-0.14530,-0.11890,0.23499,False,F,0.62059,-0.80045,-2.71363,-0.95707
1152,-0.77785,0.30472,0.22427,0.00372,True,E,2.10296,0.82409,-0.09741,2.44235
1153,1.33092,1.00604,-0.46923,0.69326,True,A,-0.83336,-0.75550,-1.14033,1.51707
1154,-1.24357,0.51345,0.23866,-0.02093,True,C,1.06876,-0.23454,-1.83667,0.02039
1155,-1.54076,-0.20786,-0.08683,0.16365,False,F,1.90935,0.85223,-2.75321,2.84630
1156,3.48565,-2.03786,-0.52392,0.77115,False,F,1.27941,0.62223,0.34006,1.23824
1157,0.07000,-0.65999,-1.41379,1.28295,False,F,0.36168,-0.55070,0.31568,0.90299
1158,-1.86449,0.47964,-0.02150,0.07194,True,E,-0.34947,-0.20543,-1.88838,1.54091
1159,0.91690,-0.70787,-0.12832,0.37809,False,F,-0.28791,-0.51072,0.56919,2.58442
1160,0.43821,1.54899,-0.44715,0.49769,True,A,-1.43034,-1.42884,-3.67293,2.69716
1161,-2.56459,0.37155,-1.58327,1.42143,False,F,1.29661,-1.39044,-1.86574,1.95511
1162,-0.53249,-0.71694,-0.14356,0.30527,False,F,-0.07110,-1.05765,-2.28189,2.61844
1163,0.99281,-0.34913,-1.09004,1.13660,False,F,2.74014,0.82588,-3.79648,0.73038
1164,0.21635,-1.67540,-0.74536,0.74610,False,F,-1.70907,-0.80911,0.12321,-0.12863
1165,0.28298,0.17871,-0.83519,0.77117,False,F,-0.96756,-0.01212,-0.91872,0.72129
1166,-0.88317,0.68058,-0.28117,0.45708,True,B,1.49480,0.76142,-2.24047,2.22995
1167,0.82571,-2.36531,-1.11177,1.18653,False,F,2.54466,1.83738,-2.06290,0.91875
1168,-0.50521,1.48318,-0.99852,1.17577,True,A,0.25634,0.86633,0.30025,2.04603
1169,-1.51327,0.87025,0.18567,0.01254,True,A,0.14939,0.93595,1.50739,2.19641
1170,0.37436,0.78366,-0.01850,0.31533,True,A,-1.48858,-0.43954,-3.06912,0.76890
1171,2.53907,-1.86006,-0.33107,0.58863,False,F,-1.19223,-0.12284,-1.38632,0.77759
1172,-1.31138,-0.05836,-0.56425,0.79617,False,F,-0.28221,-1.99501,-2.04803,0.89561
1173,1.44284,1.01205,-0.17880,0.18201,True,A,-0.79232,-0.76593,-5.05019,1.82472
1174,0.54496,-0.55066,-0.54344,0.52746,False,F,-1.92040,0.09711,-2.50871,1.25479
1175,-0.09972,0.95131,-0.66791,0.62499,True,A,-0.29470,-0.60847,-2.16782,1.19312
1176,2.15281,-0.39085,0.12492,0.06597,False,F,0.38768,1.43842,-1.81401,2.19116
1177,1.88573,2.06108,-0.27121,0.42360,True,A,-1.14418,-0.68665,-3.02872,0.89980
1178,1.01140,0.28941,0.04229,0.08143,True,Fx,-2.10539,-0.79165,-3.77480,1.14481
1179,0.02320,-0.34493,-0.27428,0.43778,False,F,-0.65362,-1.46169,-2.36143,1.81793
1180,-0.65191,0.62134,-0.28205,0.28531,True,D,-0.52111,-0.20494,-3.04850,2.14926
1181,0.22365,-0.77152,-0.97747,1.12289,False,F,1.88851,1.23426,-0.72081,0.33137
1182,-1.03094,-0.51609,-0.22953,0.35196,False,F,0.44344,2.06747,-1.62655,2.38118
1183,-0.21339,-0.59547,0.13405,0.07248,False,F,-0.86767,-0.71567,-3.87838,0.09276
1184,-1.87215,2.29423,-0.18178,0.31917,True,A,1.24888,1.84578,-1.32249,0.80798
1185,0.97545,0.30612,-0.95301,0.96126,False,F,1.39842,1.01913,3.06237,1.98404
1186,0.65808,-0.20360,-0.95075,0.95046,False,F,2.15260,-0.55034,3.55606,2.12161
1187,0.61476,0.31494,-1.10369,1.19148,False,Fx,1.70589,-1.45101,-3.26989,2.85066
1188,0.46828,0.88696,0.05670,0.17390,True,A,-0.21351,0.18826,-2.48561,-0.37305
1189,1.68332,0.11812,-1.13466,1.12989,False,F,2.44579,-2.08567,1.13860,-1.40846
1190,-1.03460,-0.95262,-1.00433,1.01843,False,F,2.18307,0.21354,-1.41894,1.05279
1191,0.33702,0.14625,-0.40670,0.58576,False,F,-0.96877,-1.93003,1.94158,0.15991
1192,-0.16659,-0.97846,0.07413,0.02988,False,F,2.16811,0.64381,1.57514,-0.54282
1193,1.04759,-0.84172,0.11204,0.08854,False,F,2.50816,-1.23817,-2.49602,-0.01162
1194,-0.19470,0.29073,-0.54559,0.65594,False,Fx,-0.98302,-0.58539,-3.72718,0.34349
1195,-1.51673,0.74107,-0.57401,0.74085,True,A,-0.90325,-2.14255,-2.72813,-0.44442
1196,0.20260,-0.65995,-0.56038,0.58751,False,F,0.20253,2.64834,-1.69215,-0.16526
1197,1.61770,-0.43369,-0.41518,0.65746,False,F,-1.44061,-0.75912,-1.23205,2.46648
1198,0.37180,-0.56860,-0.09131,0.12344,False,F,-0.97860,-1.68579,0.49411,2.32176
1199,-0.05039,0.10896,-0.29663,0.37005,False,F,-1.50086,-2.08116,-3.00065,1.76016
1200,-0.35841,0.01994,-0.24179,0.23113,False,F,-2.23481,-1.98355,-2.98148,1.80126
1201,-0.58828,0.49260,-0.31731,0.52504,False,C,-0.27511,-0.93103,-1.78098,0.02713
1202,1.24587,0.94097,-0.24885,0.37111,True,A,1.66718,-0.49974,-3.42015,2.20800
1203,1.83735,0.79042,-0.74902,0.73803,True,C,-1.53428,0.08041,-2.80983,2.18674
1204,-1.39720,0.21335,-0.72696,0.79820,False,F,-0.84628,-3.12121,-1.23684,-0.94710
1205,-0.35271,-0.60026,-0.61553,0.67181,False,F,-0.64681,-0.05286,-3.10898,0.50713
1206,-1.47655,0.64004,-0.65401,0.59509,True,E,-0.95266,-1.03613,-2.18136,2.22749
1207,0.89156,0.72901,-0.64992,0.69797,True,C,-2.00647,0.94163,-3.19727,0.58778
1208,0.47154,-0.31302,-0.75402,0.80402,False,F,0.85713,0.32423,2.38404,1.44923
1209,0.61407,-0.01358,-0.77309,0.99882,False,F,-0.22982,0.18518,4.82389,-1.96878
1210,2.89306,-0.79595,-0.44831,0.64905,False,F,-1.42139,-1.05014,-3.42223,-0.47290
1211,-2.11592,0.04255,-0.82329,1.04162,False,F,0.32016,0.17503,-0.61871,1.60956
1212,1.55733,-1.39074,0.19531,0.02851,False,F,2.51919,1.13882,1.89423,1.05221
1213,1.99794,-0.47649,-0.83996,0.95160,False,F,3.49598,1.66320,-4.03582,1.80226
1214,1.77193,-1.48027,-0.32065,0.52956,False,F,-1.05407,-2.69067,-0.72151,1.03494
1215,0.84802,-0.62169,-0.43592,0.52750,False,F,-0.30639,-1.55738,1.43843,0.57185
1216,1.44878,-1.63005,-0.24468,0.35604,False,F,1.41745,1.78235,1.78752,-0.19404
1217,0.60734,1.25251,-0.58590,0.76618,True,A,-0.07301,-0.34627,-1.49481,0.96488
1218,0.81369,0.52045,-0.59836,0.75472,False,D,-0.28817,0.06088,-0.57425,2.14270
1219,2.22514,-1.79780,-0.67568,0.73293,False,F,-0.74168,1.04700,2.29310,1.03615
1220,-1.28894,0.53944,-0.69058,0.72300,False,E,-0.56435,-1.85521,-2.93980,2.40186
1221,-3.53275,1.26048,0.05131,0.19527,True,A,-0.70143,-0.64321,-1.29471,3.12576
1222,-0.23433,1.48729,-0.30607,0.31974,True,A,-0.79630,-0.14042,-2.86249,1.93406
1223,-0.25495,0.38538,-0.57315,0.65870,False,Fx,0.47746,0.71071,-1.74598,2.17658
1224,0.26529,-0.92091,0.00668,0.17094,False,F,-0.08095,-1.72254,-0.09233,1.58130
1225,-0.07133,0.37610,0.00852,0.11017,True,Fx,-0.68434,-2.25262,-0.06499,0.36914
1226,-0.22828,-0.64048,-0.39071,0.44888,False,F,-0.24576,-0.32680,-2.14331,0.18108
1227,-1.70695,-0.20928,-0.88877,0.86851,False,F,-0.90297,-1.12640,-2.12073,-0.27415
1228,2.67755,-1.24173,-0.60354,0.83066,False,F,1.59569,0.23963,-1.00592,1.75903
1229,0.82260,0.57304,-0.56559,0.51531,True,E,1.42932,-1.79991,-0.05060,-1.97570
1230,0.53985,0.14370,-0.34235,0.44492,False,F,-0.42168,-2.31386,-1.33365,2.68202
1231,0.71732,-2.13346,-0.53901,0.70005,False,F,-0.80422,-0.28179,-1.76820,0.00064
1232,-1.32215,0.36243,0.12054,0.13210,True,D,-0.65528,-1.47975,0.24927,0.34229
1233,3.32464,-1.66695,-0.80466,0.73446,False,F,0.99984,-0.68016,2.11640,-1.97044
1234,0.16109,0.94018,-0.58089,0.57537,True,A,-1.67346,-0.07760,-3.37947,0.14239
1235,-0.01217,-1.24728,-0.71551,0.79047,False,F,-0.91214,-1.81699,0.21416,1.59007
1236,1.02990,0.44083,-0.50137,0.66202,False,D,-2.20604,-2.16544,-0.58403,0.87025
1237,0.65244,0.89723,-0.42787,0.58508,True,A,3.95730,-0.44285,1.68581,2.00593
1238,-0.53378,1.51776,-0.45220,0.52772,True,A,-0.36044,-0.09683,-1.20865,1.18678
1239,-1.47948,-0.09838,-0.00243,0.19701,False,F,0.17999,-0.39508,-1.68255,0.82750
1240,1.85424,-0.59917,-0.74933,0.73094,False,F,-1.80973,0.17080,-4.45176,0.76745
1241,-0.37862,-0.50099,-0.65789,0.70916,False,F,0.54238,-1.66554,-1.45069,1.92449
1242,1.04317,-1.78244,-1.32076,1.27478,False,F,0.81761,0.22073,3.03741,3.16031
1243,-1.78788,0.26967,-0.92867,0.93742,False,F,1.03322,2.20338,1.04510,1.20893
1244,0.37607,-0.89248,-0.00734,0.22056,False,F,-1.06632,-0.60417,-2.59982,0.91994
1245,-0.70305,-0.28793,-0.62726,0.63805,False,F,-1.14830,-0.28671,-3.57855,-0.06122
1246,1.06926,-0.00023,0.02976,0.14812,False,F,1.27315,3.40167,2.44493,2.04948
1247,-0.77216,-0.24734,-0.61664,0.71635,False,F,-0.93111,2.21876,1.75255,1.03579
1248,1.68457,-0.79383,-0.48048,0.47333,False,F,1.46857,2.44646,-2.23598,2.13679
1249,-3.49973,-0.02941,-0.32940,0.52235,False,F,-0.69338,-0.67649,-1.55939,-0.79122
1250,0.30202,-1.01966,-0.55481,0.60199,False,F,-0.91845,-0.83551,-4.75781,0.15582
1251,-0.24315,1.17610,-0.18833,0.27164,True,A,0.53780,-2.33903,-0.92874,1.07005
1252,1.47985,-0.77229,-1.37933,1.38114,False,F,1.62710,0.36068,-2.03462,1.63765
1253,0.61518,-1.04808,-0.86739,0.89521,False,F,-0.50301,0.81868,0.21069,-0.30069
1254,1.08585,-1.26348,-0.61087,0.75591,False,F,-0.31488,-1.41781,-3.15213,0.25523
1255,-0.71694,1.70818,0.11241,0.13425,True,A,-1.37130,-0.79918,-3.90951,1.27163
1256,0.43140,-0.28665,-0.55402,0.75978,False,F,-0.33926,-0.77974,-2.64264,0.86954
1257,-0.72162,0.86524,-0.76727,0.77862,True,B,2.43983,-0.63654,-3.44301,1.87468
1258,2.45664,-1.33776,-0.11826,0.20840,False,F,-2.23400,-0.61149,-1.85147,-0.34526
1259,-1.09559,0.19231,0.10800,0.15683,True,Fx,-0.03979,-2.11480,-3.43714,0.60186
1260,-1.66193,-0.11761,-0.31953,0.38529,False,F,-1.22923,-1.68119,-1.44782,-0.93650
1261,-1.44835,1.65900,-0.48579,0.66585,True,A,-1.97522,-0.50033,-3.36879,1.68043
1262,0.48998,0.47020,-0.51320,0.62146,False,E,-1.93280,-0.73960,1.86269,2.12908
1263,-2.23904,2.06287,-0.77363,0.79405,True,A,1.23849,2.78751,-3.00028,0.56523
1264,2.03169,0.01631,-0.08058,0.16454,False,F,-1.14030,-0.36526,-3.14698,1.94032
1265,0.47531,-0.66551,0.05361,0.07482,False,F,2.02321,1.07227,-1.66847,0.62813
1266,-2.10019,-0.53742,-0.25371,0.41092,False,F,-0.93208,-0.08425,-1.75203,1.15882
1267,1.62734,-0.20355,-0.15760,0.20083,False,F,-1.63931,-2.49101,-2.15133,0.36883
1268,0.32292,-1.06625,-0.14612,0.13732,False,F,-2.02997,-1.07587,-0.99231,-0.02830
1269,1.57526,1.10055,0.11836,0.09622,True,A,0.11453,2.69766,2.93652,1.69218
1270,0.54138,0.17903,-0.49774,0.49669,False,F,-0.23514,-0.59495,-0.36965,2.15521
1271,1.60160,0.02255,-1.02072,1.08391,False,F,4.52089,1.30743,-1.17454,0.90352
